30002,W,Austin (Forest Pk-bound),-87.776812,41.870851,Austin,40010,40010,Blue Line
30001,E,Austin (O'Hare-bound),-87.776812,41.870851,Austin,40010,40010,Blue Line
30003,E,Harlem (63rd-bound),-87.803176,41.886848,Harlem/Lake,40020,40020,Green Line (Lake)
30004,W,Harlem (Terminal arrival),-87.803176,41.886848,Harlem/Lake,40020,40020,Green Line (Lake)
30005,E,Pulaski (63rd-bound),-87.725404,41.885412,Pulaski,40030,40030,Green Line (Lake)
30006,W,Pulaski (Harlem-bound),-87.725404,41.885412,Pulaski,40030,40030,Green Line (Lake)
30007,N,Quincy/Wells (Inner Loop),-87.63374,41.878723,Quincy/Wells,40040,40040,Brown Orange Pink Purple (Express)
30008,S,Quincy/Wells (Outer Loop),-87.63374,41.878723,Quincy/Wells,40040,40040,Brown Orange Pink Purple (Express)
30011,S,Davis (Howard-Loop-bound),-87.683543,42.04771,Davis,40050,40050,Purple Line Evanston Express
30010,N,Davis (Linden-bound),-87.683543,42.04771,Davis,40050,40050,Purple Line Evanston Express
30013,S,Belmont (O'Hare Branch) (Forest Pk-bound),-87.712359,41.938132,Belmont,40060,40060,Blue Line
30012,N,Belmont (O'Hare Branch) (O'Hare-bound),-87.712359,41.938132,Belmont,40060,40060,Blue Line
30015,S,Jackson/Dearborn (Forest Pk-bound),-87.629296,41.878183,Jackson,40070,40070,Blue Line
30014,N,Jackson/Dearborn (O'Hare-bound),-87.629296,41.878183,Jackson,40070,40070,Blue Line
30017,S,Sheridan (95th-bound),-87.654929,41.953775,Sheridan,40080,40080,Red Line
30016,N,Sheridan (Howard-bound),-87.654929,41.953775,Sheridan,40080,40080,Red Line
30293,N,Sheridan (Howard-Linden-bound),-87.654929,41.953775,Sheridan,40080,,
30294,S,Sheridan (Loop-bound),-87.654929,41.953775,Sheridan,40080,,
30018,N,Damen (Kimball-bound),-87.678639,41.966286,Damen,40090,40090,Brown Line
30019,S,Damen (Loop-bound),-87.678639,41.966286,Damen,40090,40090,Brown Line
30021,S,Morse (95th-bound),-87.665909,42.008362,Morse,40100,40100,Red Line
30020,N,Morse (Howard-bound),-87.665909,42.008362,Morse,40100,40100,Red Line
30022,N,35th/Archer (Loop-bound),-87.680622,41.829353,35th/Archer,40120,40120,Orange Line
30023,S,35th/Archer (Midway-bound),-87.680622,41.829353,35th/Archer,40120,40120,Orange Line
30025,S,51st (63rd-bound),-87.618487,41.80209,51st,40130,40130,Green Line
30024,N,51st (Harlem-bound),-87.618487,41.80209,51st,40130,40130,Green Line
30026,N,Skokie (Arrival),-87.751919,42.038951,Skokie,40140,40140,Yellow Line
30027,S,Skokie (Howard-bound),-87.751919,42.038951,Skokie,40140,40140,Yellow Line
30029,W,Pulaski (54th/Cermak-bound),-87.724311,41.853732,Pulaski,40150,40150,Pink
30028,E,Pulaski (Loop-bound),-87.724311,41.853732,Pulaski,40150,40150,Pink
30031,W,LaSalle/Van Buren (Inner Loop),-87.631739,41.8768,LaSalle/Van Buren,40160,40160,Brown Orange Pink Purple (Express)
30030,E,LaSalle/Van Buren (Outer Loop),-87.631739,41.8768,LaSalle/Van Buren,40160,40160,Brown Orange Pink Purple (Express)
30032,E,Ashland (Harlem-54th/Cermak-bound),-87.666969,41.885269,Ashland,40170,40170,Green (Lake) Pink
30033,W,Ashland (Loop-63rd-bound),-87.666969,41.885269,Ashland,40170,40170,Green (Lake) Pink
30035,W,Oak Park (Forest Pk-bound),-87.791602,41.872108,Oak Park,40180,40180,Blue Line
30034,E,Oak Park (O'Hare-bound),-87.791602,41.872108,Oak Park,40180,40180,Blue Line
30037,S,Sox-35th (95th-bound),-87.630636,41.831191,Sox-35th,40190,40190,Red Line
30036,N,Sox-35th (Howard-bound),-87.630636,41.831191,Sox-35th,40190,40190,Red Line
30039,S,Randolph/Wabash (Inner Loop),-87.626149,41.884431,Randolph/Wabash,40200,40200,Brown Orange Pink  Purple (Express) Green
30038,N,Randolph/Wabash (Outer Loop),-87.626149,41.884431,Randolph/Wabash,40200,40200,Brown Orange Pink  Purple (Express) Green
30041,W,Damen (54th/Cermak-bound),-87.675975,41.854517,Damen,40210,40210,Pink
30040,E,Damen (Loop-bound),-87.675975,41.854517,Damen,40210,40210,Pink
30043,W,Western (Forest Pk-bound),-87.688436,41.875478,Western (Forest Park Branch),40220,40220,Blue Line (Congress)
30042,E,Western (O'Hare-bound),-87.688436,41.875478,Western (Forest Park Branch),40220,40220,Blue Line (Congress)
30045,S,Cumberland (Forest Pk-bound),-87.838028,41.984246,Cumberland,40230,40230,Blue Line
30044,N,Cumberland (O'Hare-bound),-87.838028,41.984246,Cumberland,40230,40230,Blue Line
30047,S,79th (95th-bound),-87.625112,41.750419,79th,40240,40240,Red Line
30046,N,79th (Howard-bound),-87.625112,41.750419,79th,40240,40240,Red Line
30049,W,Kedzie-Homan (Forest Pk-bound),-87.70604,41.874341,Kedzie-Homan,40250,40250,Blue Line (Congress)
30048,E,Kedzie-Homan (O'Hare-bound),-87.70604,41.874341,Kedzie-Homan,40250,40250,Blue Line (Congress)
30050,E,State/Lake (Inner Loop),-87.627835,41.88574,State/Lake,40260,40260,Brown Orange Pink  Purple (Express) Green
30051,W,State/Lake (Outer Loop),-87.627835,41.88574,State/Lake,40260,40260,Brown Orange Pink  Purple (Express) Green
30053,S,Main (Howard-Loop-bound),-87.679538,42.033456,Main,40270,40270,Purple Line Evanston Express
30052,N,Main (Linden-bound),-87.679538,42.033456,Main,40270,40270,Purple Line Evanston Express
30054,E,Central (63rd-bound),-87.76565,41.887389,Central,40280,40280,Green Line (Lake)
30055,W,Central (Harlem-bound),-87.76565,41.887389,Central,40280,40280,Green Line (Lake)
30056,E,Ashland/63rd (Harlem-bound),-87.663766,41.77886,Ashland/63rd,40290,40290,Green Line (Englewood)
30057,W,Ashland/63rd (Terminal arrival),-87.663766,41.77886,Ashland/63rd,40290,40290,Green Line (Englewood)
30059,S,Indiana (63rd-bound),-87.621371,41.821732,Indiana,40300,40300,Green Line
30058,N,Indiana (Harlem-bound),-87.621371,41.821732,Indiana,40300,40300,Green Line
30060,N,Western (Loop-bound),-87.684019,41.804546,Western,40310,40310,Orange Line
30061,S,Western (Midway-bound),-87.684019,41.804546,Western,40310,40310,Orange Line
30063,S,Division/Milwaukee (Forest Pk-bound),-87.666496,41.903355,Division,40320,40320,Blue Line
30062,N,Division/Milwaukee (O'Hare-bound),-87.666496,41.903355,Division,40320,40320,Blue Line
30065,S,Grand/State (95th-bound),-87.628021,41.891665,Grand,40330,40330,Red Line
30064,N,Grand/State (Howard-bound),-87.628021,41.891665,Grand,40330,40330,Red Line
30067,S,Berwyn (95th-bound),-87.658668,41.977984,Berwyn,40340,40340,Red Line
30066,N,Berwyn (Howard-bound),-87.658668,41.977984,Berwyn,40340,40340,Red Line
30069,W,UIC-Halsted (Forest Pk-bound),-87.649707,41.875474,UIC-Halsted,40350,40350,Blue Line
30068,E,UIC-Halsted (O'Hare-bound),-87.649707,41.875474,UIC-Halsted,40350,40350,Blue Line
30070,N,Southport (Kimball-bound),-87.663619,41.943744,Southport,40360,40360,Brown Line
30071,S,Southport (Loop-bound),-87.663619,41.943744,Southport,40360,40360,Brown Line
30073,S,Washington/Dearborn (Forest Pk-bound),-87.62944,41.883164,Washington,40370,40370,Blue Line
30072,N,Washington/Dearborn (O'Hare-bound),-87.62944,41.883164,Washington,40370,40370,Blue Line
30074,E,Clark/Lake (Inner Loop),-87.630886,41.885737,Clark/Lake (Elevated),40380,40380,Brown Orange Pink Purple (Express) Green Blue
30075,W,Clark/Lake (Outer Loop),-87.630886,41.885737,Clark/Lake (Elevated),40380,40380,Brown Orange Pink Purple (Express) Green Blue
30374,S,Clark/Lake (Forest Pk-bound),-87.630886,41.885737,Clark/Lake (Subway),40380,40390,Blue Line
30375,N,Clark/Lake (O'Hare-bound),-87.630886,41.885737,Clark/Lake (Subway),40380,40390,Blue Line
30076,E,Forest Park (O'Hare-bound),-87.817318,41.874257,Forest Park,40390,40400,Purple Line Evanston Express
30077,W,Forest Park (Terminal Arrival),-87.817318,41.874257,Forest Park,40390,40400,Purple Line Evanston Express
30079,S,Noyes (Howard-Loop-bound),-87.683337,42.058282,Noyes,40400,40410,Orange & Green Lines
30078,N,Noyes (Linden-bound),-87.683337,42.058282,Noyes,40400,40410,Orange & Green Lines
30083,W,Cicero (54th/Cermak-bound),-87.745336,41.85182,Cicero,40420,40420,Pink
30082,E,Cicero (Loop-bound),-87.745336,41.85182,Cicero,40420,40420,Pink
30085,W,Clinton (Forest Pk-bound),-87.640984,41.875539,Clinton,40430,40430,Blue Line
30084,E,Clinton (O'Hare-bound),-87.640984,41.875539,Clinton,40430,40430,Blue Line
30087,W,California (54th/Cermak-bound),-87.694774,41.854109,California,40440,40440,Pink
30086,E,California (Loop-bound),-87.694774,41.854109,California,40440,40440,Pink
30089,S,95th/Dan Ryan (95th-bound),-87.624342,41.722377,95th,40450,40450,Red Line
30088,N,95th/Dan Ryan (Howard-bound),-87.624342,41.722377,95th,40450,40450,Red Line
30090,N,Merchandise Mart (Kimball-Linden-bound),-87.633924,41.888969,Merchandise Mart,40460,40460,Brown Purple (Express)
30091,S,Merchandise Mart (Loop-bound),-87.633924,41.888969,Merchandise Mart,40460,40460,Brown Purple (Express)
30093,W,Racine (Forest Pk-bound),-87.659458,41.87592,Racine,40470,40470,Blue Line
30092,E,Racine (O'Hare-bound),-87.659458,41.87592,Racine,40470,40470,Blue Line
30094,E,Cicero (63rd-bound),-87.744698,41.886519,Cicero,40480,40480,Green Line (Lake)
30009,W,Cicero (Harlem-bound),-87.744698,41.886519,Cicero,40480,40480,Green Line (Lake)
30096,S,Grand/Milwaukee (Forest Pk-bound),-87.647578,41.891189,Grand,40490,40490,Blue Line (O'Hare)
30095,N,Grand/Milwaukee (O'Hare-bound),-87.647578,41.891189,Grand,40490,40490,Blue Line (O'Hare)
30100,S,Garfield (63rd-bound),-87.618327,41.795172,Garfield,40510,40510,Green Line
30099,N,Garfield (Harlem-bound),-87.618327,41.795172,Garfield,40510,40510,Green Line
30102,S,Foster (Howard-Loop-bound),-87.68356,42.05416,Foster,40520,40520,Purple Line Evanston Express
30101,N,Foster (Linden-bound),-87.68356,42.05416,Foster,40520,40520,Purple Line Evanston Express
30103,N,Diversey (Kimball-Linden-bound),-87.653131,41.932732,Diversey,40530,40530,Brown Purple (Express)
30104,S,Diversey (Loop-bound),-87.653131,41.932732,Diversey,40530,40530,Brown Purple (Express)
30106,S,Wilson (95th-bound),-87.657588,41.964273,Wilson,40540,40540,Red Line
30105,N,Wilson (Howard-bound),-87.657588,41.964273,Wilson,40540,40540,Red Line
30108,S,Irving Park (O'Hare Branch) (Forest Pk-bound),-87.729229,41.952925,Irving Park,40550,40550,Blue Line
30107,N,Irving Park (O'Hare Branch) (O'Hare-bound),-87.729229,41.952925,Irving Park,40550,40550,Blue Line
30110,S,Jackson/State (95th-bound),-87.627596,41.878153,Jackson,40560,40560,Red Line
30109,N,Jackson/State (Howard-bound),-87.627596,41.878153,Jackson,40560,40560,Red Line
30112,S,California/Milwaukee (Forest Pk-bound),-87.69689,41.921939,California (O'Hare Branch),40570,40570,Blue Line (O'Hare)
30111,N,California/Milwaukee (O'Hare-bound),-87.69689,41.921939,California (O'Hare Branch),40570,40570,Blue Line (O'Hare)
30113,E,54th/Cermak (Loop-bound),-87.75669201,41.85177331,54th/Cermak,40580,40580,Pink
30114,W,54th/Cermak (Terminal arrival),-87.75669201,41.85177331,54th/Cermak,40580,40580,Pink
30116,S,Damen/Milwaukee (Forest Pk-bound),-87.677437,41.909744,Damen (O'Hare Branch),40590,40590,Blue Line
30115,N,Damen/Milwaukee (O'Hare-bound),-87.677437,41.909744,Damen (O'Hare Branch),40590,40590,Blue Line
30118,W,Kostner (54th/Cermak-bound),-87.733258,41.853751,Kostner,40600,40600,Pink
30117,E,Kostner (Loop-bound),-87.733258,41.853751,Kostner,40600,40600,Pink
30119,E,Ridgeland (63rd-bound),-87.783661,41.887159,Ridgeland,40610,40610,Green Line (Lake)
30120,W,Ridgeland (Harlem-bound),-87.783661,41.887159,Ridgeland,40610,40610,Green Line (Lake)
30122,S,Clark/Division (95th-bound),-87.631412,41.90392,Clark/Division,40630,40630,Red Line
30121,N,Clark/Division (Howard-bound),-87.631412,41.90392,Clark/Division,40630,40630,Red Line
30124,S,Madison/Wabash (Inner Loop),-87.626098,41.882023,Madison/Wabash,40640,40640,Brown Orange Pink  Purple (Express) Green
30123,N,Madison/Wabash (Outer Loop),-87.626098,41.882023,Madison/Wabash,40640,40640,Brown Orange Pink  Purple (Express) Green
30126,S,North/Clybourn (95th-bound),-87.649177,41.910655,North/Clybourn,40650,40650,Red Line
30125,N,North/Clybourn (Howard-bound),-87.649177,41.910655,North/Clybourn,40650,40650,Red Line
30127,N,Armitage (Kimball-Linden-bound),-87.652644,41.918217,Armitage,40660,40660,Brown Purple (Express)
30128,S,Armitage (Loop-bound),-87.652644,41.918217,Armitage,40660,40660,Brown Purple (Express)
30130,S,Western/Milwaukee (Forest Pk-bound),-87.687364,41.916157,Western (O'Hare Branch),40670,40670,Blue Line (O'Hare)
30129,N,Western/Milwaukee (O'Hare-bound),-87.687364,41.916157,Western (O'Hare Branch),40670,40670,Blue Line (O'Hare)
30132,S,Adams/Wabash (Inner Loop),-87.626037,41.879507,Adams/Wabash,40680,40680,Brown Orange Pink  Purple (Express) Green
30131,N,Adams/Wabash (Outer Loop),-87.626037,41.879507,Adams/Wabash,40680,40680,Brown Orange Pink  Purple (Express) Green
30134,S,Dempster (Howard-Loop-bound),-87.681602,42.041655,Dempster,40690,40690,Purple Line Evanston Express
30133,N,Dempster (Linden-bound),-87.681602,42.041655,Dempster,40690,40690,Purple Line Evanston Express
30135,E,Laramie (63rd-bound),-87.754986,41.887163,Laramie,40700,40700,Green Line (Lake)
30136,W,Laramie (Harlem-bound),-87.754986,41.887163,Laramie,40700,40700,Green Line (Lake)
30137,N,Chicago/Franklin (Kimball-Linden-bound),-87.635924,41.89681,Chicago,40710,40710,Brown Purple (Express)
30138,S,Chicago/Franklin (Loop-bound),-87.635924,41.89681,Chicago,40710,40710,Brown Purple (Express)
30139,E,Cottage Grove (Terminal arrival),-87.605857,41.780309,Cottage Grove,40720,40720,Green Line
30140,W,East 63rd-Cottage Grove (Harlem-bound),-87.605857,41.780309,Cottage Grove,40720,40720,Green Line
30141,N,Washington/Wells (Inner Loop),-87.63378,41.882695,Washington/Wells,40730,40730,Brown Orange Pink Purple (Express)
30142,S,Washington/Wells (Outer Loop),-87.63378,41.882695,Washington/Wells,40730,40730,Brown Orange Pink Purple (Express)
30144,W,Western (54th/Cermak-bound),-87.685129,41.854225,Western,40740,40740,Pink
